地域,サービス提供期間,年齢,結婚状態,現住所居住期間,世帯収入,教育レベル,現職就業期間,退職,性別,家族構成人数,無料長距離電話サービス,通信装置レンタル,コールカードサービス,ワイヤレスサービス,前月の長距離サービス利用量,前月の無料長距離電話サービス利用量,前月の通信装置のレンタル利用量,前月のコールカードサービス利用量,前月のワイヤレスサービス利用量,全期間の長距離サービス利用量,全期間の無料長距離電話サービス利用量,全期間の通信装置のレンタル利用量,全期間のコールカードサービス利用量,全期間のワイヤレスサービス利用量,複数回線の有無,ヴォイスメールサービス,呼び出しサービス,インターネットサービス,発信者番号通知サービス,通話中着信サービス,着信転送サービス,三者通話サービス,電子請求サービス,log(前月の長距離サービス利用量）,log(前月の無料長距離電話サービス利用量）,log(前月の通信装置のレンタル利用量）,log(前月のコールカードサービス利用量）,log(前月のワイヤレスサービス利用量）,log(世帯収入),顧客区分,Churn
Zone 3,64,25,Married,4,76,Some college,2,No,Female,6,No,Yes,Yes,No,24.05,0,35.4,21.25,0,1536.55,0,2288.45,1400,0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,3.180135,,3.566712,3.056357,,4.330733,Plus service,No
Zone 2,12,24,Unmarried,2,19,Did not complete high school,0,No,Male,1,Yes,No,Yes,No,4,24.75,0,27.25,0,46,299,0,295,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.386294,3.208825,,3.305054,,2.944439,Plus service,Yes
Zone 1,29,32,Married,0,49,College degree,3,No,Female,3,No,Yes,No,No,6.7,0,33,0,0,187,0,918.25,0,0,Yes,No,Yes,Yes,No,No,No,No,Yes,1.902108,,3.496508,,,3.89182,E-service,Yes
Zone 2,23,47,Unmarried,21,173,Some college,22,No,Female,1,No,No,No,No,7.6,0,0,0,0,145.9,0,0,0,0,Yes,No,No,No,Yes,No,No,Yes,Yes,2.028148,,,,,5.153292,E-service,No
Zone 2,14,35,Unmarried,4,47,Some college,10,No,Female,1,Yes,No,No,Yes,5,21.75,0,0,24.15,76.2,318.2,0,0,274,Yes,No,No,No,No,No,Yes,Yes,Yes,1.609438,3.079614,,,3.184284,3.850148,E-service,Yes
Zone 1,35,61,Unmarried,23,41,High school degree,11,No,Male,1,No,No,Yes,No,9.6,0,0,9.5,0,353.55,0,0,295,0,No,No,No,No,No,No,No,No,No,2.261763,,,2.251292,,3.713572,Basic service,No
Zone 3,26,39,Unmarried,8,105,Some college,13,No,Female,1,Yes,No,Yes,Yes,6.6,39.75,0,37.25,38.25,159.7,1022.45,0,1005,885.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.88707,3.68261,,3.617652,3.644144,4.65396,Total service,No
Zone 1,13,54,Unmarried,2,31,College degree,2,No,Male,1,No,No,No,No,5.85,0,0,0,0,97,0,0,0,0,No,Yes,No,Yes,No,No,No,No,Yes,1.766442,,,,,3.433987,Basic service,No
Zone 2,69,40,Married,13,41,High school degree,17,No,Male,3,No,No,Yes,No,25.25,0,0,33,0,1725.1,0,0,2320,0,Yes,No,No,No,No,No,No,No,No,3.228826,,,3.496508,,3.713572,E-service,No
Zone 3,61,50,Married,30,102,College degree,9,No,Female,3,No,No,Yes,No,12.6,0,0,12.5,0,760.3,0,0,745,0,Yes,No,No,Yes,No,No,No,No,Yes,2.533697,,,2.525729,,4.624973,E-service,No
Zone 2,45,22,Married,2,36,College degree,0,No,Female,5,Yes,Yes,No,No,9.95,14.75,26.15,0,0,412.1,663.1,1180.5,0,0,Yes,No,No,No,No,No,No,No,No,2.297573,2.691243,3.263849,,,3.583519,E-service,Yes
Zone 2,3,37,Unmarried,13,24,Did not complete high school,3,No,Female,1,No,No,No,No,2,0,0,0,0,3.05,0,0,0,0,No,Yes,No,No,No,No,No,Yes,Yes,0.693147,,,,,3.178054,Basic service,No
Zone 2,53,22,Unmarried,1,25,College degree,0,No,Male,2,No,Yes,Yes,No,12.05,0,27.15,6.5,0,666,0,1469.25,335,0,Yes,No,No,Yes,No,No,No,No,Yes,2.489065,,3.301377,1.871802,,3.218876,E-service,No
Zone 1,59,42,Unmarried,1,68,High school degree,21,No,Female,1,Yes,No,Yes,No,17.3,21.25,0,19.25,0,997.85,1183.55,0,1160,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.850707,3.056357,,2.957511,,4.219508,Plus service,No
Zone 1,13,34,Unmarried,11,20,Some college,0,No,Female,1,No,No,No,No,4.8,0,0,0,0,71.05,0,0,0,0,No,No,No,Yes,No,No,No,No,No,1.568616,,,,,2.995732,Basic service,No
Zone 3,31,31,Unmarried,4,48,Did not complete high school,15,No,Male,1,No,No,No,No,3.8,0,0,0,0,127.7,0,0,0,0,No,No,No,No,No,Yes,Yes,Yes,No,1.335001,,,,,3.871201,Plus service,No
Zone 1,40,29,Married,6,40,High school degree,8,No,Female,5,No,No,No,No,13,0,0,0,0,502.95,0,0,0,0,No,No,No,No,No,Yes,Yes,Yes,No,2.564949,,,,,3.688879,Plus service,No
Zone 1,48,55,Unmarried,15,79,Did not complete high school,25,No,Male,1,No,No,Yes,No,13.8,0,0,25.5,0,668.65,0,0,1140,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.624669,,,3.238678,,4.369448,Plus service,No
Zone 3,3,31,Unmarried,1,28,Did not complete high school,0,No,Male,1,Yes,Yes,Yes,No,3.45,15.5,23.3,23.5,0,13.3,48.75,62.95,45,0,No,No,No,Yes,No,No,Yes,No,No,1.238374,2.74084,3.148453,3.157,,3.332205,Basic service,Yes
Zone 2,51,48,Unmarried,12,64,High school degree,22,No,Female,1,No,No,Yes,No,14.8,0,0,17,0,708.45,0,0,820,0,No,No,No,No,No,No,No,No,No,2.694627,,,2.833213,,4.158883,Basic service,No
Zone 3,33,41,Unmarried,15,37,High school degree,11,No,Male,1,No,No,No,No,12.2,0,0,0,0,415.05,0,0,0,0,No,No,No,No,No,No,No,No,No,2.501436,,,,,3.610918,Basic service,No
Zone 3,14,47,Married,7,48,Did not complete high school,13,No,Male,2,Yes,No,No,No,4.25,11,0,0,0,55.5,126.45,0,0,0,No,No,No,No,No,No,No,Yes,No,1.446919,2.397895,,,,3.871201,Basic service,No
Zone 1,17,42,Married,6,131,Post-undergraduate degree,6,No,Male,3,No,Yes,No,Yes,5.8,0,35.35,0,21.65,103.1,0,527.8,0,331.4,Yes,No,No,Yes,No,No,No,No,Yes,1.757858,,3.565298,,3.075005,4.875197,E-service,Yes
Zone 3,19,29,Married,9,18,High school degree,2,No,Male,3,No,No,No,No,5.4,0,0,0,0,108.5,0,0,0,0,No,No,No,Yes,No,No,Yes,No,Yes,1.686399,,,,,2.890372,Basic service,Yes
Zone 2,58,36,Unmarried,10,38,High school degree,14,No,Female,1,No,No,Yes,No,10.15,0,0,17.75,0,538.65,0,0,1030,0,Yes,No,No,No,No,No,No,No,No,2.317474,,,2.876386,,3.637586,E-service,No
Zone 3,22,23,Unmarried,3,37,High school degree,4,No,Female,3,No,Yes,Yes,Yes,5.35,0,28.1,9,24.7,144.05,0,602.2,200,503.5,No,Yes,No,Yes,Yes,No,No,Yes,Yes,1.677097,,3.33577,2.197225,3.206803,3.610918,Total service,No
Zone 2,29,31,Married,1,60,College degree,6,No,Male,5,No,Yes,No,No,9.6,0,26.75,0,0,243.9,0,730.8,0,0,Yes,No,No,Yes,No,No,No,No,Yes,2.261763,,3.286534,,,4.094345,E-service,Yes
Zone 3,14,22,Married,2,13,Some college,0,No,Female,4,No,Yes,No,No,9.45,0,26.85,0,0,117.55,0,364.1,0,0,Yes,No,No,Yes,No,No,No,No,No,2.246015,,3.290266,,,2.564949,E-service,Yes
Zone 2,70,64,Married,18,98,Did not complete high school,31,No,Female,2,Yes,No,Yes,Yes,26.15,84,0,11.25,45.45,1805.1,5850.25,0,720,3243.25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.263849,4.430817,,2.420368,3.816613,4.584967,Total service,No
Zone 1,62,52,Married,2,195,Did not complete high school,23,No,Male,2,Yes,No,Yes,Yes,23.15,36.75,0,36,34.3,1420.95,2308.25,0,2205,2082.8,Yes,No,No,No,No,No,Yes,Yes,No,3.141995,3.604138,,3.583519,3.535145,5.273,Plus service,Yes
Zone 2,7,35,Married,0,47,Did not complete high school,14,No,Male,5,No,No,No,No,5.2,0,0,0,0,46.9,0,0,0,0,No,No,No,No,No,No,No,No,No,1.648659,,,,,3.850148,Basic service,Yes
Zone 1,56,47,Married,19,65,High school degree,22,No,Male,3,Yes,No,Yes,Yes,12.4,48.75,0,36.5,58.4,744.45,2695.95,0,2070,3084.2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.517696,3.886705,,3.597312,4.067316,4.174387,Total service,No
Zone 1,50,50,Married,22,150,Post-undergraduate degree,5,No,Female,4,No,Yes,Yes,No,19.3,0,33.4,50.75,0,930.8,0,1719.4,2585,0,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2.960105,,3.508556,3.926912,,5.010635,E-service,Yes
Zone 2,57,39,Unmarried,6,106,Post-undergraduate degree,8,No,Male,1,Yes,Yes,Yes,Yes,9.05,24.25,41.85,12.25,39.6,568.15,1486.35,2291.35,740,2183.95,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.202765,3.188417,3.734092,2.505526,3.678829,4.663439,Plus service,No
Zone 3,2,40,Unmarried,19,51,College degree,14,No,Female,1,No,No,No,No,4.25,0,0,0,0,6.8,0,0,0,0,No,Yes,No,Yes,No,No,No,No,Yes,1.446919,,,,,3.931826,Basic service,No
Zone 2,40,38,Unmarried,17,96,College degree,0,No,Female,1,No,No,No,No,9.3,0,0,0,0,316.05,0,0,0,0,No,No,No,No,No,No,No,No,No,2.230014,,,,,4.564348,Basic service,No
Zone 2,6,43,Unmarried,4,33,Post-undergraduate degree,7,No,Male,2,No,No,Yes,Yes,4.25,0,0,16.25,26.75,30,0,0,85,146.55,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,1.446919,,,2.788093,3.286534,3.496508,Plus service,No
Zone 3,23,25,Married,6,38,High school degree,1,No,Female,3,Yes,Yes,Yes,No,13.9,23.25,28.5,3.75,0,255,574.85,621.25,65,0,Yes,No,Yes,No,No,Yes,Yes,No,No,2.631889,3.146305,3.349904,1.321756,,3.637586,Plus service,No
Zone 3,11,32,Unmarried,6,125,College degree,5,No,Male,1,Yes,Yes,Yes,Yes,3.8,19.25,61.45,19,58.25,31.75,233.4,578.6,200,577.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.335001,2.957511,4.118224,2.944439,4.064744,4.828314,Total service,Yes
Zone 1,29,37,Married,13,145,Post-undergraduate degree,0,No,Female,4,Yes,Yes,Yes,Yes,8.6,24,41.15,17.75,28,241.45,713.45,1201.4,495,722.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.151762,3.178054,3.717224,2.876386,3.332205,4.976734,Total service,No
Zone 1,42,44,Married,2,99,High school degree,21,No,Male,3,Yes,No,Yes,No,22.05,34.75,0,9.75,0,841.55,1501.55,0,395,0,Yes,No,No,No,No,Yes,No,Yes,No,3.093313,3.54818,,2.277267,,4.59512,Plus service,No
Zone 1,20,34,Married,2,22,College degree,0,No,Female,3,Yes,Yes,Yes,Yes,4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635,570.65,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.578979,2.904165,3.556776,3.54818,3.454738,3.091042,Total service,No
Zone 2,72,60,Married,21,31,Did not complete high school,38,Yes,Male,2,No,No,Yes,No,32.25,0,0,33.5,0,2349.25,0,0,2385,0,Yes,No,No,No,No,No,No,No,No,3.473518,,,3.511545,,3.433987,E-service,No
Zone 1,2,36,Unmarried,3,25,Did not complete high school,6,No,Female,1,Yes,Yes,Yes,Yes,1.9,15.75,28.7,5,24.15,3.6,23.05,29.05,5,20.95,No,No,Yes,No,Yes,Yes,Yes,Yes,No,0.641854,2.75684,3.356897,1.609438,3.184284,3.218876,Plus service,No
Zone 3,46,25,Unmarried,5,57,Post-undergraduate degree,0,No,Female,2,Yes,Yes,Yes,Yes,20.25,21.25,39.4,9.75,28.35,923.95,968.95,1748.55,445,1246.45,No,No,No,Yes,No,No,Yes,Yes,Yes,3.008155,3.056357,3.673766,2.277267,3.344627,4.043051,Basic service,No
Zone 2,39,51,Married,21,41,Post-undergraduate degree,20,No,Male,6,Yes,Yes,Yes,Yes,12.1,20.5,54.3,9.75,35.35,492.8,910.25,2059.7,330,1301.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.493205,3.020425,3.994524,2.277267,3.565298,3.713572,Total service,No
Zone 3,24,25,Married,1,20,Some college,1,No,Female,2,No,Yes,No,No,8.15,0,27.95,0,0,209.35,0,615.8,0,0,Yes,No,No,Yes,Yes,No,Yes,No,No,2.098018,,3.330417,,,2.995732,E-service,Yes
Zone 3,59,43,Married,4,101,High school degree,22,No,Female,5,No,No,Yes,No,13.65,0,0,20.75,0,817.65,0,0,1195,0,Yes,No,No,No,No,No,No,Yes,No,2.61374,,,3.032546,,4.615121,E-service,No
Zone 1,65,37,Unmarried,8,56,High school degree,15,No,Male,1,No,No,Yes,No,10.25,0,0,10.75,0,681.95,0,0,655,0,Yes,No,No,No,No,No,No,No,No,2.327278,,,2.374906,,4.025352,E-service,No
Zone 2,50,27,Married,5,22,High school degree,5,No,Female,3,No,No,Yes,No,17.2,0,0,13.25,0,893.3,0,0,750,0,No,No,No,No,No,No,No,No,No,2.844909,,,2.583998,,3.091042,Basic service,No
Zone 1,57,37,Unmarried,11,108,College degree,9,No,Female,1,Yes,Yes,Yes,No,21.8,27.25,42,8,0,1292,1492.1,2394.75,425,0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3.08191,3.305054,3.73767,2.079442,,4.682131,Plus service,No
Zone 3,61,48,Unmarried,14,115,College degree,20,No,Female,1,Yes,Yes,Yes,Yes,12.8,16,39.2,17.25,31,785.7,953.95,2410.1,1015,1799.15,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2.549445,2.772589,3.668677,2.847812,3.433987,4.744932,Total service,No
Zone 3,34,54,Unmarried,31,53,College degree,22,No,Male,1,Yes,Yes,Yes,Yes,8.1,18,45.6,56.5,66.9,225.4,588.4,1463.8,1880,2304.8,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,2.091864,2.890372,3.819908,4.034241,4.203199,3.970292,Total service,No
Zone 3,38,53,Unmarried,13,242,College degree,12,No,Male,1,Yes,Yes,Yes,Yes,8.95,37.75,54.1,28.5,50.75,396.35,1556.4,1979.1,1020,1934.9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.191654,3.630985,3.990834,3.349904,3.926912,5.488938,Total service,No
Zone 1,3,24,Married,2,20,High school degree,3,No,Female,5,Yes,No,Yes,No,3.35,22.5,0,9.25,0,7.55,49.55,0,15,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1.20896,3.113515,,2.224624,,2.995732,Plus service,No
Zone 2,4,47,Unmarried,5,123,College degree,11,No,Male,1,No,Yes,Yes,No,2.5,0,25.3,13.75,0,9.25,0,99.5,40,0,No,No,No,Yes,No,No,Yes,No,Yes,0.916291,,3.230804,2.621039,,4.812184,Basic service,No
Zone 2,15,35,Unmarried,0,34,Did not complete high school,12,No,Male,1,No,No,No,No,3.95,0,0,0,0,47.95,0,0,0,0,No,No,No,No,No,No,No,No,No,1.373716,,,,,3.526361,Basic service,No
Zone 1,25,29,Married,8,31,College degree,3,No,Female,5,No,Yes,No,No,12.95,0,33.05,0,0,348.9,0,832.85,0,0,Yes,No,No,Yes,No,No,No,No,Yes,2.561096,,3.498022,,,3.433987,E-service,Yes
Zone 3,21,44,Unmarried,25,47,Did not complete high school,12,No,Female,2,No,No,Yes,No,7.05,0,0,14.5,0,182.3,0,0,285,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.953028,,,2.674149,,3.850148,Plus service,No
Zone 3,50,37,Married,11,48,Some college,8,No,Female,2,Yes,No,Yes,No,12.9,27.75,0,8.75,0,669.75,1445.15,0,445,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.557227,3.323236,,2.169054,,3.871201,Plus service,No
Zone 2,65,64,Married,22,13,High school degree,5,Yes,Female,3,Yes,No,Yes,No,14.6,33,0,15.75,0,921.7,1990.2,0,930,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.681022,3.496508,,2.75684,,2.564949,Plus service,No
Zone 2,59,52,Married,18,78,Did not complete high school,25,No,Male,2,No,No,No,No,18.6,0,0,0,0,1179.05,0,0,0,0,No,No,No,No,No,No,No,No,No,2.923162,,,,,4.356709,Basic service,No
Zone 3,29,26,Unmarried,7,34,Did not complete high school,7,No,Female,2,No,No,Yes,No,6.5,0,0,16,0,198.7,0,0,490,0,No,No,No,No,Yes,Yes,No,No,No,1.871802,,,2.772589,,3.526361,Plus service,No
Zone 1,60,46,Unmarried,17,81,Post-undergraduate degree,9,No,Female,1,No,Yes,Yes,No,17.45,0,39.25,10.25,0,1067,0,2331.65,610,0,Yes,No,No,Yes,No,No,No,No,Yes,2.85934,,3.669951,2.327278,,4.394449,E-service,No
Zone 1,71,45,Married,14,86,High school degree,25,No,Male,2,No,Yes,Yes,No,45.05,0,33,35,0,3235.9,0,2386.45,2495,0,Yes,No,No,Yes,No,No,No,No,No,3.807773,,3.496508,3.555348,,4.454347,E-service,No
Zone 3,38,27,Married,0,26,College degree,2,No,Male,4,No,Yes,Yes,Yes,12.2,0,38.75,9.25,28.05,477.5,0,1429.95,365,1111,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2.501436,,3.657131,2.224624,3.333989,3.258097,Total service,Yes
Zone 3,16,34,Married,5,51,High school degree,8,No,Female,5,No,No,Yes,No,4.7,0,0,16.5,0,61.5,0,0,260,0,No,No,No,No,No,No,No,No,No,1.547563,,,2.80336,,3.931826,Basic service,No
Zone 3,7,31,Unmarried,10,59,Some college,10,No,Male,1,No,Yes,No,No,2.45,0,29.8,0,0,16.35,0,170.2,0,0,No,Yes,No,No,No,Yes,No,No,Yes,0.896088,,3.394508,,,4.077537,Basic service,No
Zone 1,59,53,Unmarried,21,112,College degree,16,No,Male,1,No,Yes,No,Yes,21.1,0,38.55,0,25.3,1236.3,0,2190.1,0,1465.35,Yes,No,No,Yes,No,No,No,No,Yes,3.049273,,3.651956,,3.230804,4.718499,E-service,Yes
Zone 2,22,56,Married,14,57,College degree,28,No,Male,2,Yes,Yes,Yes,Yes,6.2,18.25,36.65,10.5,28.8,135.2,417.55,748.3,250,649.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.824549,2.904165,3.601413,2.351375,3.360375,4.043051,Total service,No
Zone 1,18,48,Married,20,41,Did not complete high school,2,No,Female,2,Yes,No,Yes,No,4.35,13,0,8,0,59.15,220.95,0,135,0,No,No,No,No,Yes,Yes,No,No,No,1.470176,2.564949,,2.079442,,3.713572,Basic service,No
Zone 2,64,46,Married,19,168,High school degree,26,No,Female,2,Yes,Yes,Yes,Yes,14.2,71,73.8,38.75,62.45,928.8,4667.75,4758.05,2460,3704.05,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.653242,4.26268,4.301359,3.657131,4.134366,5.123964,Total service,No
Zone 2,7,33,Unmarried,4,29,College degree,4,No,Female,3,No,Yes,No,No,4.65,0,28.35,0,0,35.45,0,166.5,0,0,No,No,No,Yes,No,No,No,No,Yes,1.536867,,3.344627,,,3.367296,Basic service,Yes
Zone 3,65,58,Unmarried,13,167,High school degree,14,No,Female,2,No,No,Yes,No,24.3,0,0,17.25,0,1642.35,0,0,1110,0,Yes,No,No,No,No,No,No,No,No,3.190476,,,2.847812,,5.117994,E-service,No
Zone 3,7,24,Unmarried,5,29,High school degree,3,No,Male,3,Yes,No,No,No,4.45,13.5,0,0,0,43.7,109.5,0,0,0,No,No,Yes,Yes,No,No,No,Yes,No,1.492904,2.60269,,,,3.367296,Basic service,Yes
Zone 1,64,55,Unmarried,28,104,Did not complete high school,26,No,Female,1,No,No,Yes,No,15,0,0,39.25,0,960.95,0,0,2360,0,No,No,No,No,Yes,No,No,Yes,No,2.70805,,,3.669951,,4.644391,Plus service,No
Zone 3,42,22,Married,0,46,College degree,0,No,Male,2,Yes,Yes,Yes,Yes,9.35,20.25,51.35,6,36,311.85,850.65,2099.55,270,1503.65,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,2.235376,3.008155,3.938665,1.791759,3.583519,3.828641,Total service,Yes
Zone 3,33,26,Unmarried,5,46,College degree,1,No,Female,3,Yes,Yes,Yes,Yes,11,17.5,40.9,6,32.05,350.05,593.1,1347.7,185,1009.5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.397895,2.862201,3.71113,1.791759,3.467297,3.828641,Total service,No
Zone 1,3,33,Unmarried,8,51,College degree,0,No,Female,1,No,Yes,No,No,2.9,0,19.9,0,0,12.05,0,40.15,0,0,No,No,No,No,No,No,No,No,No,1.064711,,2.99072,,,3.931826,Basic service,Yes
Zone 2,69,42,Married,11,65,High school degree,18,No,Male,2,Yes,Yes,Yes,Yes,14.2,30.5,64.2,31.5,66.55,1007.5,2082.75,4167.7,2125,4399.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.653242,3.417727,4.162003,3.449988,4.197954,4.174387,Total service,No
Zone 2,9,33,Unmarried,1,48,High school degree,13,No,Male,2,Yes,No,Yes,No,3.15,13.25,0,30.5,0,39.75,110.05,0,275,0,No,No,No,No,Yes,Yes,No,No,No,1.147402,2.583998,,3.417727,,3.871201,Basic service,No
Zone 3,22,34,Married,1,46,Some college,1,No,Male,4,No,Yes,No,No,7.1,0,23.4,0,0,125.05,0,484.1,0,0,Yes,No,No,Yes,No,No,No,No,No,1.960095,,3.152736,,,3.828641,E-service,No
Zone 2,53,63,Married,15,43,High school degree,18,No,Male,2,No,Yes,Yes,No,14.85,0,37,11,0,808.95,0,2012.6,535,0,Yes,No,No,Yes,No,No,No,No,Yes,2.698,,3.610918,2.397895,,3.7612,E-service,No
Zone 3,71,53,Unmarried,30,110,Did not complete high school,34,No,Male,1,No,No,Yes,No,17.45,0,0,14.75,0,1249.8,0,0,1100,0,Yes,No,No,No,No,No,No,No,No,2.85934,,,2.691243,,4.70048,E-service,No
Zone 3,24,26,Unmarried,2,32,Some college,2,No,Male,3,No,No,No,No,4.25,0,0,0,0,97.35,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.446919,,,,,3.465736,Basic service,No
Zone 3,12,22,Married,1,18,Some college,0,No,Female,2,No,No,No,No,4.65,0,0,0,0,57.7,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,1.536867,,,,,2.890372,Basic service,No
Zone 1,25,39,Married,1,26,College degree,0,No,Male,4,No,Yes,Yes,Yes,14.45,0,35.95,23,24.75,349.9,0,895.05,515,640.8,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.670694,,3.582129,3.135494,3.208825,3.258097,E-service,Yes
Zone 3,63,28,Married,9,34,High school degree,10,No,Female,6,Yes,No,Yes,Yes,15,40,0,17.5,45.1,934.05,2465.4,0,1120,2770.35,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.70805,3.688879,,2.862201,3.808882,3.526361,Plus service,No
Zone 1,33,54,Married,18,57,College degree,4,No,Female,3,Yes,Yes,No,No,7.5,30.25,33.9,0,0,226.25,1105.75,1108.5,0,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,2.014903,3.409496,3.523415,,,4.043051,Plus service,Yes
Zone 2,57,54,Married,20,21,High school degree,0,No,Female,3,No,No,Yes,No,10.6,0,0,17,0,565.55,0,0,930,0,No,No,No,No,No,No,No,No,No,2.360854,,,2.833213,,3.044522,Basic service,No
Zone 3,13,33,Unmarried,7,38,Some college,10,No,Female,1,Yes,Yes,Yes,Yes,5.05,18.5,40.8,12.5,28.85,48.6,199.5,480.85,155,318.9,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.619388,2.917771,3.708682,2.525729,3.36211,3.637586,Total service,No
Zone 1,13,21,Unmarried,2,19,Some college,0,No,Female,1,No,Yes,Yes,No,7.9,0,25.2,5,0,98.35,0,311.65,40,0,Yes,No,No,Yes,No,No,No,No,No,2.066863,,3.226844,1.609438,,2.944439,E-service,Yes
Zone 1,71,39,Unmarried,2,40,Some college,17,No,Male,1,Yes,No,Yes,No,36.25,27.75,0,38.5,0,2553.7,1916.25,0,2620,0,Yes,Yes,No,No,No,Yes,No,Yes,No,3.590439,3.323236,,3.650658,,3.688879,Plus service,No
Zone 3,18,69,Married,11,58,Some college,8,No,Male,2,Yes,Yes,Yes,Yes,6.35,27.25,53.95,11.75,63,118.05,454.05,896.8,175,1049.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.848455,3.305054,3.988058,2.463853,4.143135,4.060443,Total service,No
Zone 1,17,51,Married,10,95,High school degree,15,No,Female,2,No,No,No,No,7.45,0,0,0,0,132.9,0,0,0,0,No,No,No,No,No,No,No,No,No,2.008214,,,,,4.553877,Basic service,Yes
Zone 2,22,43,Unmarried,4,114,High school degree,19,No,Male,1,No,Yes,No,No,9.25,0,22.7,0,0,202.8,0,428.7,0,0,No,No,No,No,No,No,No,No,No,2.224624,,3.122365,,,4.736198,Basic service,No
Zone 2,65,65,Married,27,128,Some college,24,No,Male,2,Yes,No,Yes,No,21.2,24,0,14.5,0,1325.05,1483.55,0,940,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.054001,3.178054,,2.674149,,4.85203,Plus service,No
Zone 3,7,40,Unmarried,9,33,College degree,2,No,Female,1,No,No,No,No,2.8,0,0,0,0,16.85,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,1.029619,,,,,3.496508,Basic service,No
Zone 3,72,66,Unmarried,30,460,College degree,41,No,Female,1,No,Yes,Yes,No,89.4,0,46.55,18.75,0,6353.9,0,3411.2,1245,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,4.493121,,3.840527,2.931194,,6.131226,Total service,No
Zone 1,35,43,Unmarried,12,224,Some college,17,No,Male,1,No,No,Yes,No,7.7,0,0,9.5,0,271.55,0,0,330,0,No,No,No,No,No,No,No,No,No,2.04122,,,2.251292,,5.411646,Basic service,No
Zone 1,24,39,Unmarried,2,122,College degree,12,No,Male,3,Yes,No,Yes,Yes,4.45,26.25,0,9.75,35.9,98.35,625.95,0,210,844.95,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1.492904,3.267666,,2.277267,3.580737,4.804021,Total service,No
Zone 1,64,24,Married,0,23,Some college,1,No,Female,5,No,Yes,No,No,7,0,35.55,0,0,394.6,0,2182.4,0,0,Yes,No,No,Yes,No,Yes,No,Yes,No,1.94591,,3.57094,,,3.135494,E-service,No
Zone 2,63,63,Married,19,191,Some college,27,No,Male,2,No,No,Yes,No,12.7,0,0,7,0,782.45,0,0,435,0,Yes,No,No,No,No,No,No,No,No,2.541602,,,1.94591,,5.252273,E-service,No
Zone 1,38,31,Married,7,187,College degree,6,No,Male,3,Yes,No,Yes,Yes,12.65,21.25,0,34,47.85,448.75,834,0,1165,1801.75,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.537657,3.056357,,3.526361,3.868071,5.231109,Total service,Yes
Zone 2,29,37,Married,9,119,Some college,12,No,Male,3,No,No,No,No,4.6,0,0,0,0,138.7,0,0,0,0,No,No,No,No,No,No,No,No,No,1.526056,,,,,4.779123,Basic service,No
Zone 1,72,69,Married,49,44,High school degree,44,Yes,Female,2,No,No,Yes,No,99.95,0,0,12.5,0,7257.6,0,0,875,0,Yes,No,No,No,No,Yes,No,Yes,No,4.60467,,,2.525729,,3.78419,Plus service,No
